,synapse_id,pre_cell_id,pre_mtype,sectionlist_id,sectionlist_index,seg_x,synapse_type,dep,fac,use,tau_d,delay,weight,section_name,pre_mtype_name,synapse_model,mg,NMDA_ratio
842,842,9925,16,2,14,0.792,116,656.0,12.0,0.48196977376937866,1.5777279138565063,2.32159,0.316001981497,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
843,843,9925,16,2,89,0.846,116,671.0,17.0,0.5005786418914795,1.745207905769348,0.503523,0.807276666164,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
854,854,10071,16,1,61,0.122,116,681.0,20.0,0.5117009282112122,1.8453085422515867,1.86406,1.10090506077,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
855,855,10071,16,2,0,0.208,116,667.0,16.0,0.4950446486473083,1.6954017877578735,1.79926,0.661178588867,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
856,856,10071,16,1,24,0.767,116,674.0,18.0,0.5040728449821472,1.7766555547714231,2.46678,0.899522840977,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
857,857,10071,16,1,29,0.046,116,668.0,16.0,0.4965674579143524,1.7091071605682373,1.97193,0.701380848885,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
858,858,10071,16,1,29,0.328,116,672.0,17.0,0.5017539858818054,1.7557861804962158,1.99282,0.838305950165,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
859,859,10071,16,2,0,0.12,116,677.0,19.0,0.5067154765129088,1.800439476966858,1.81631,0.969289064407,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
860,860,10071,16,2,0,0.182,116,683.0,21.0,0.5144256949424744,1.8698314428329468,1.80464,1.17283892632,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
873,873,10207,17,2,112,0.088,116,658.0,13.0,0.48413005471229553,1.59717059135437,2.27973,0.373033821583,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
874,874,10207,17,2,7,0.891,116,683.0,20.0,0.5137700438499451,1.863930344581604,1.52112,1.15552902222,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
875,875,10207,17,2,7,0.635,116,674.0,18.0,0.5034513473510742,1.7710621356964111,1.53942,0.883115470409,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
876,876,10209,16,2,16,0.883,116,662.0,14.0,0.48975902795791626,1.6478313207626343,3.62312,0.521638691425,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
877,877,10209,16,2,138,0.136,116,683.0,21.0,0.5146946310997009,1.872251749038696,1.95125,1.17993831635,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
878,878,10209,16,1,41,0.827,116,678.0,19.0,0.5084068179130553,1.815661191940308,2.04525,1.01393938065,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
879,879,10231,16,2,89,0.236,116,668.0,16.0,0.4968803822994232,1.7119233608245847,0.479051,0.709641873837,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
880,880,10231,16,2,91,0.058,116,680.0,20.0,0.5104948282241821,1.8344533443450928,0.699078,1.06906330585,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
881,881,10231,16,2,89,0.238,116,659.0,14.0,0.48613420128822327,1.61520779132843,0.47875,0.425942867994,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
882,882,10235,18,2,86,0.14,116,686.0,21.0,0.5176873803138733,1.899186372756958,0.413626,1.25894665718,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
883,883,10235,18,2,86,0.142,116,677.0,19.0,0.506517767906189,1.7986601591110227,0.416363,0.964069724083,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
884,884,10235,18,2,70,0.215,116,673.0,18.0,0.5026583075523376,1.7639248371124268,2.23465,0.862179636955,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
885,885,10235,18,2,87,0.077,116,660.0,14.0,0.48682665824890137,1.6214399337768555,0.462998,0.444223761559,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
886,886,10235,18,2,87,0.346,116,675.0,18.0,0.5042721033096313,1.778448700904846,0.592868,0.904782831669,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
887,887,10236,17,1,40,0.974,116,681.0,20.0,0.5120959877967833,1.84886372089386,1.67337,1.11133348942,basal,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
888,888,10236,17,1,40,0.149,116,686.0,21.0,0.5171728730201721,1.8945558071136477,1.89953,1.24536383152,basal,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
889,889,10236,17,2,93,0.408,116,686.0,21.0,0.5176063776016235,1.8984572887420652,0.991246,1.25680804253,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
890,890,10308,17,1,39,0.548,116,684.0,21.0,0.5149635076522827,1.8746716976165767,2.60202,1.18703711033,basal,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
891,891,10308,17,2,9,0.583,116,682.0,20.0,0.512708842754364,1.8543792963027956,1.05521,1.12751269341,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
892,892,10308,17,2,9,0.44,116,655.0,12.0,0.4814423620700836,1.5729812383651731,1.07267,0.302078306675,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
893,893,10308,17,2,101,0.305,116,668.0,16.0,0.49625441431999207,1.7062896490097044,0.966259,0.693116486073,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
894,894,10363,16,2,130,0.467,116,686.0,21.0,0.5177252292633057,1.899527072906494,1.18097,1.25994622707,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
895,895,10363,16,2,108,0.165,116,668.0,16.0,0.49700602889060974,1.7130541801452637,0.822959,0.712959110737,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
896,896,10363,16,2,93,0.538,116,662.0,14.0,0.48978695273399353,1.6480824947357176,1.12273,0.522375226021,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
897,897,10364,16,2,89,0.024,116,666.0,16.0,0.4941158592700958,1.6870427131652832,0.614978,0.636658668518,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
898,898,10364,16,2,149,0.14,116,686.0,21.0,0.517600655555725,1.898406147956848,1.59379,1.25665807724,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
899,899,10364,16,1,76,0.386,116,664.0,15.0,0.4912306368350983,1.6610758304595947,1.80156,0.560488939285,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
900,900,10364,16,1,2,0.607,116,687.0,22.0,0.518730103969574,1.908570885658264,2.00378,1.28647482395,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
901,901,10411,17,1,47,0.047,116,656.0,13.0,0.482512891292572,1.5826159715652464,1.72003,0.330340206623,basal,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
902,902,10411,17,2,114,0.294,116,674.0,18.0,0.5032593011856079,1.7693337202072144,0.814795,0.878045618534,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
903,903,10411,17,2,114,0.285,116,661.0,14.0,0.4881959557533264,1.6337636709213257,0.815276,0.480373352766,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
904,904,10411,17,2,142,0.082,116,681.0,20.0,0.5123499631881714,1.851149559020996,1.48183,1.11803853512,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
905,905,10429,16,2,87,0.04,116,667.0,16.0,0.4957457482814789,1.701711654663086,0.458693,0.679687559605,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
906,906,10429,16,2,15,0.232,116,672.0,17.0,0.5012243390083313,1.75101900100708,1.44358,0.824322581291,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
907,907,10429,16,2,10,0.792,116,675.0,18.0,0.5046108961105347,1.7814979553222656,0.991876,0.913727343082,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
908,908,10429,16,2,10,0.147,116,688.0,22.0,0.5198694467544556,1.918824791908264,1.11336,1.31655275822,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
909,909,10429,16,2,86,0.328,116,672.0,17.0,0.500865638256073,1.7477909326553345,0.749115,0.814853310585,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
910,910,10512,16,2,149,0.003,116,663.0,15.0,0.49083465337753296,1.657512068748474,1.44404,0.550035238266,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
911,911,10512,16,1,44,0.14,116,659.0,14.0,0.4861196279525757,1.6150765419006348,2.17874,0.425557911396,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
912,912,10512,16,1,47,0.032,116,678.0,19.0,0.5079070925712585,1.8111639022827148,2.16052,1.00074744225,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
913,913,10528,18,2,114,0.567,116,663.0,15.0,0.4905473589897156,1.654926300048828,0.277186,0.5424503088,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
914,914,10528,18,2,102,0.139,116,688.0,22.0,0.519970178604126,1.9197314977645876,0.451064,1.31921255589,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
915,915,10528,18,2,10,0.732,116,667.0,16.0,0.495711475610733,1.701403260231018,0.560191,0.678782761097,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
916,916,10528,18,2,15,0.071,116,684.0,21.0,0.5152367949485779,1.8771313428878784,1.8667,1.19425201416,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
917,917,10622,16,2,14,0.03,116,666.0,16.0,0.49445575475692743,1.6901017427444458,0.281786,0.645631611347,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
918,918,10622,16,2,12,0.666,116,679.0,19.0,0.5096599459648132,1.826939344406128,0.58502,1.04702198505,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
919,919,10622,16,1,19,0.398,116,682.0,20.0,0.513493001461029,1.8614370822906492,1.84371,1.1482155323,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
920,920,10622,16,1,24,0.49,116,666.0,16.0,0.49448320269584656,1.6903488636016843,2.37757,0.646356523037,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
921,921,10622,16,1,29,0.034,116,657.0,13.0,0.4830455780029297,1.5874103307724,1.9881,0.34440356493,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
922,922,10622,16,1,65,0.427,116,654.0,12.0,0.48058152198791504,1.5652337074279783,2.29691,0.279352128506,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
923,923,10700,16,2,94,0.139,116,666.0,16.0,0.49465459585189814,1.691891312599182,0.801521,0.650881052017,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
924,924,10700,16,2,114,0.619,116,665.0,15.0,0.492946058511734,1.6765145063400269,1.03288,0.60577583313,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
925,925,10700,16,2,114,0.629,116,657.0,13.0,0.483916848897934,1.5952517986297607,1.04023,0.367405116558,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
926,926,10700,16,1,5,0.478,116,686.0,21.0,0.5173131823539734,1.8958185911178589,2.11696,1.24906790257,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
927,927,10700,16,2,116,0.344,116,670.0,17.0,0.4992177486419678,1.7329596281051636,1.52823,0.771348178387,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
928,928,10737,16,2,12,0.093,116,657.0,13.0,0.48396298289299006,1.5956668853759763,0.959046,0.368622988462,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
929,929,10737,16,2,98,0.146,116,683.0,21.0,0.5144902467727661,1.870412230491638,1.09828,1.17454266548,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
930,930,10737,16,2,89,0.417,116,686.0,22.0,0.5181499123573303,1.9033492803573608,1.27395,1.27115786076,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
931,931,10737,16,2,10,0.575,116,656.0,12.0,0.4817923903465271,1.5761315822601318,1.15924,0.311319172382,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
932,932,10737,16,2,142,0.505,116,662.0,14.0,0.4892047345638275,1.6428426504135132,1.29671,0.507005214691,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
933,933,10737,16,2,89,0.393,116,680.0,20.0,0.5106151700019836,1.8355364799499512,0.445573,1.07224023342,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
934,934,10781,16,2,102,0.331,116,687.0,22.0,0.5193235874176024,1.9139120578765867,0.393121,1.30214202404,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
935,935,10781,16,2,102,0.865,116,684.0,21.0,0.5147644877433777,1.872880458831787,0.681359,1.18178284168,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
936,936,10781,16,2,102,0.895,116,682.0,20.0,0.5129729509353638,1.8567563295364375,0.704246,1.13448524475,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
937,937,10814,17,1,61,0.449,116,683.0,20.0,0.5139431357383728,1.8654881715774536,3.01009,1.16009843349,basal,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
938,938,10814,17,2,86,0.723,116,670.0,17.0,0.49936774373054493,1.734309673309326,1.63244,0.775308251381,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
939,939,10814,17,2,92,0.444,116,686.0,22.0,0.5181900262832642,1.9037104845047,1.08052,1.27221739292,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
956,956,10854,16,2,89,0.142,116,683.0,20.0,0.5135776996612549,1.862199544906616,0.316144,1.15045201778,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
957,957,10854,16,2,12,0.252,116,674.0,18.0,0.5040162801742554,1.7761465311050415,0.55467,0.898029923439,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
958,958,10854,16,2,12,0.296,116,672.0,17.0,0.5016935467720032,1.7552419900894165,0.580984,0.836709976196,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
959,959,10854,16,2,10,0.14,116,676.0,18.0,0.5054090023040771,1.788681149482727,0.814792,0.934797883034,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
960,960,10854,16,2,10,0.13,116,681.0,20.0,0.511604905128479,1.844444274902344,0.832227,1.09836995602,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
961,961,10854,16,2,8,0.392,116,670.0,17.0,0.49858513474464417,1.7272660732269287,0.934589,0.754647314548,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
962,962,10854,16,2,149,0.386,116,663.0,15.0,0.4902677536010742,1.6524097919464111,1.18638,0.535068750381,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
963,963,10854,16,2,149,0.386,116,678.0,19.0,0.5086755156517029,1.8180798292160036,1.18718,1.02103424072,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
964,964,10854,16,1,63,0.497,116,670.0,17.0,0.4993883669376373,1.7344951629638672,1.70392,0.775852560997,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
965,965,10854,16,1,80,0.133,116,669.0,16.0,0.49706754088401794,1.713607907295227,1.90029,0.714583277702,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
966,966,10854,16,1,48,0.194,116,663.0,15.0,0.49016034603118896,1.6514432430267332,1.64092,0.532233417034,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
967,967,10854,16,1,30,0.24,116,676.0,18.0,0.505363941192627,1.7882755994796753,1.9921,0.933608353138,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
968,968,10949,16,2,116,0.269,116,684.0,21.0,0.5147365927696228,1.872629284858704,1.91726,1.18104588985,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
969,969,10949,16,2,114,0.053,116,686.0,21.0,0.5171138644218445,1.894024848937988,1.34035,1.24380600452,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
970,970,11038,18,2,93,0.119,116,686.0,21.0,0.5173026323318481,1.8957237005233765,0.601933,1.24878954887,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
971,971,11038,18,2,149,0.797,116,675.0,18.0,0.5052229166030884,1.787006378173828,1.18155,0.929885208607,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
972,972,11038,18,2,109,0.408,116,683.0,20.0,0.5138030648231505,1.864227652549744,1.64173,1.15640103817,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
973,973,11106,16,2,89,0.342,116,664.0,15.0,0.49218153953552246,1.669633865356445,0.679035,0.58559268713,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
974,974,11106,16,2,95,0.868,116,673.0,18.0,0.5026341676712036,1.763707399368286,0.8243,0.861541748047,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
975,975,11106,16,1,18,0.053,116,681.0,20.0,0.5118535161018372,1.8466815948486328,1.86089,1.10493254662,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
976,976,11143,17,2,120,0.994,116,672.0,17.0,0.500905454158783,1.748149037361145,1.16657,0.815903782845,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
977,977,11143,17,2,120,0.865,116,667.0,16.0,0.4950822591781616,1.6957402229309082,1.21241,0.662171423435,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
978,978,11143,17,2,120,0.827,116,687.0,22.0,0.5184204578399657,1.9057840108871456,1.23327,1.27829968929,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
979,979,11143,17,2,120,0.794,116,664.0,15.0,0.49204158782958973,1.6683743000030515,1.25129,0.581897974014,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
980,980,11236,16,2,10,0.962,116,669.0,16.0,0.4976711571216583,1.719040274620056,1.10212,0.730518221855,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
981,981,11236,16,2,98,0.039,116,665.0,15.0,0.49259778857231135,1.6733802556991575,1.1239,0.596581995487,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
982,982,11236,16,2,98,0.153,116,671.0,17.0,0.5005351901054382,1.7448165416717527,1.18953,0.806128442287,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
983,983,11236,16,1,35,0.778,116,686.0,21.0,0.5171256065368652,1.8941304683685305,2.41669,1.2441161871,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
984,984,11385,17,1,61,0.222,116,678.0,19.0,0.508343517780304,1.8150918483734129,1.44516,1.0122692585,basal,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
985,985,11385,17,1,1,0.3,116,668.0,16.0,0.49667614698410034,1.7100852727890015,2.07444,0.704250097275,basal,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
986,986,11385,17,2,94,0.859,116,659.0,14.0,0.4861959218978882,1.6157631874084473,0.471274,0.427572011948,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
987,987,11396,17,2,144,0.941,116,669.0,16.0,0.4979896247386932,1.7219066619873047,1.67899,0.738926231861,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
988,988,11396,17,1,41,0.176,116,681.0,20.0,0.5113415122032166,1.8420734405517576,2.45949,1.09141528606,basal,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
989,989,11396,17,2,144,0.735,116,675.0,18.0,0.5049886107444763,1.7848973274230957,2.66255,0.923698842525,apical,L4_SP,ProbAMPANMDA_EMS,1.0,0.4
990,990,11536,18,2,102,0.546,116,658.0,13.0,0.4849119186401367,1.6042073965072632,0.441639,0.393674939871,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
991,991,11536,18,2,102,0.546,116,680.0,20.0,0.5108517408370972,1.837665557861328,0.44211,1.07848548889,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
992,992,11536,18,2,116,0.963,116,671.0,17.0,0.5005520582199097,1.74496853351593,1.41705,0.806574463844,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
993,993,11536,18,2,46,0.7,116,664.0,15.0,0.49202620983123774,1.6682360172271729,3.23531,0.581492304802,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
994,994,11536,18,2,70,0.243,116,682.0,20.0,0.5130179524421692,1.8571615219116209,3.08084,1.13567376137,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
995,995,11572,16,2,118,0.382,116,663.0,15.0,0.49009913206100464,1.65089213848114,1.17823,0.530617058277,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
996,996,11572,16,2,120,0.193,116,670.0,17.0,0.4985097646713257,1.7265877723693848,1.27634,0.752657532692,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
997,997,11572,16,2,109,0.848,116,682.0,20.0,0.5126857161521912,1.8541712760925289,1.35786,1.12690246105,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
998,998,11675,16,2,97,0.41,116,676.0,18.0,0.505547046661377,1.789923310279846,0.604584,0.938441753387,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
999,999,11675,16,2,108,0.015,116,680.0,20.0,0.5110040903091431,1.839036583900452,0.641382,1.08250749111,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1000,1000,11675,16,2,107,0.214,116,678.0,19.0,0.5077850818634033,1.8100655078887935,0.889686,0.997525393963,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1001,1001,11675,16,1,18,0.236,116,679.0,19.0,0.5094815492630005,1.825333833694458,1.42381,1.04231250286,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1002,1002,11709,16,2,94,0.848,116,667.0,16.0,0.4956693351268768,1.7010239362716675,1.12886,0.677670359612,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1003,1003,11709,16,2,102,0.425,116,665.0,15.0,0.49331578612327576,1.6798421144485471,1.40423,0.615536808968,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1004,1004,11709,16,2,109,0.273,116,681.0,20.0,0.5116820931434631,1.845138907432556,1.23796,1.10040748119,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1005,1005,11802,16,1,41,0.67,116,678.0,19.0,0.5081486701965332,1.8133381605148315,1.86152,1.00712525845,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1006,1006,11802,16,2,149,0.311,116,654.0,12.0,0.48007386922836304,1.5606647729873655,1.61518,0.265949994326,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1007,1007,11802,16,1,46,0.994,116,672.0,17.0,0.5008786916732788,1.747908115386963,1.75291,0.81519728899,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1008,1008,11802,16,2,130,0.305,116,667.0,16.0,0.4949796795845032,1.6948170661926267,5.00144,0.659463465214,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1009,1009,11802,16,2,105,0.138,116,659.0,13.0,0.48561397194862366,1.610525608062744,5.42715,0.412208586931,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1010,1010,11806,16,2,103,0.301,116,687.0,22.0,0.5182817578315735,1.904535889625549,1.26579,1.27463841438,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1011,1011,11806,16,2,103,0.393,116,659.0,13.0,0.4854587614536285,1.6091289520263672,1.28643,0.40811163187,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1012,1012,11806,16,2,113,0.847,116,683.0,21.0,0.5146898031234741,1.8722083568573,1.06548,1.17981112003,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1013,1013,11806,16,2,86,0.084,116,678.0,19.0,0.5084456205368042,1.8160107135772705,0.926173,1.01496458054,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1025,1025,12015,16,2,93,0.72,116,688.0,22.0,0.5198343992233276,1.918509602546692,0.376848,1.31562817097,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1026,1026,12015,16,2,149,0.979,116,684.0,21.0,0.5157895088195801,1.8821054697036743,0.942434,1.20884263515,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1027,1027,12015,16,2,93,0.821,116,655.0,12.0,0.48139947652816767,1.572595238685608,0.386241,0.300946176052,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1028,1028,12015,16,2,93,0.86,116,668.0,16.0,0.4968431890010834,1.7115888595581055,0.400037,0.708660542965,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1029,1029,12041,16,2,119,0.201,116,681.0,20.0,0.5119588971138,1.8476299047470088,1.34001,1.1077144146,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1030,1030,12041,16,2,103,0.505,116,667.0,16.0,0.4953586161136627,1.6982274055480957,1.40826,0.66946721077,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1031,1031,12041,16,2,102,0.719,116,654.0,12.0,0.480159729719162,1.5614376068115234,1.90204,0.268216848373,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1032,1032,12041,16,2,102,0.775,116,675.0,18.0,0.5045779347419739,1.7812012434005735,1.94337,0.912857115269,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1033,1033,12041,16,2,102,0.825,116,666.0,16.0,0.4941077530384064,1.686969757080078,1.98249,0.636444747448,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1034,1034,12069,16,2,128,0.764,116,673.0,18.0,0.5027124881744385,1.7644122838974,1.4531,0.863609313965,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1035,1035,12069,16,2,89,0.335,116,684.0,21.0,0.5158275961875916,1.8824483156204224,1.05737,1.20984828472,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1036,1036,12069,16,2,115,0.379,116,676.0,18.0,0.5059541463851929,1.7935872077941895,1.2658,0.949189066887,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1037,1037,12069,16,1,64,0.968,116,658.0,13.0,0.4848675131797791,1.6038078069686887,2.01477,0.392502725124,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1038,1038,12069,16,1,68,0.062,116,666.0,15.0,0.49374175071716314,1.6836756467819212,1.95087,0.626781880856,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1039,1039,12123,16,2,14,0.452,116,675.0,18.0,0.505214512348175,1.7869307994842527,1.28171,0.929663717747,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1040,1040,12123,16,2,130,0.673,116,678.0,19.0,0.5079196095466614,1.8112764358520508,1.51777,1.00107765198,apical,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1041,1041,12123,16,1,80,0.772,116,658.0,13.0,0.4847328066825866,1.602595329284668,1.8773,0.388946264982,basal,L4_PC,ProbAMPANMDA_EMS,1.0,0.4
1042,1042,12152,18,2,45,0.469,116,685.0,21.0,0.5167844891548157,1.8910603523254397,2.06453,1.23511040211,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
1043,1043,12152,18,2,12,0.447,116,675.0,18.0,0.5050208568572998,1.7851878404617307,0.542855,0.924551129341,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
1044,1044,12152,18,2,12,0.357,116,667.0,16.0,0.49485877156257624,1.6937290430068968,0.566772,0.656271696091,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
1045,1045,12152,18,2,139,0.532,116,656.0,13.0,0.4823464453220368,1.581118106842041,1.21735,0.325946420431,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
1046,1046,12152,18,2,129,0.958,116,670.0,17.0,0.4993003010749817,1.7337027788162231,1.80756,0.773528158665,apical,L4_SS,ProbAMPANMDA_EMS,1.0,0.4
