,synapse_id,pre_cell_id,pre_mtype,sectionlist_id,sectionlist_index,seg_x,synapse_type,dep,fac,use,tau_d,delay,weight,section_name,pre_mtype_name,synapse_model,GABAAB_ratio,e_GABAA,e_GABAB
158,158,1268,12,2,85,0.477,10,637.0,18.0,0.09825349599123,6.0456886291503915,2.15175,0.404197454453,apical,L23_LBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
159,159,1268,12,2,14,0.21,10,604.0,17.0,0.09242887794971466,5.731159210205078,2.01727,0.333486557007,apical,L23_LBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
209,209,2557,13,2,16,0.931,5,149.0,64.0,0.3296146690845489,6.516749858856201,0.707707,0.952686488628,apical,L23_NBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
210,210,2557,13,2,73,0.765,5,115.0,51.0,0.26987630128860474,5.791355133056641,0.923806,0.693678021431,apical,L23_NBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
211,211,2557,13,2,73,0.793,5,209.0,87.0,0.43342006206512446,7.777243614196777,0.946821,1.40275704861,apical,L23_NBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
212,212,2557,13,2,73,0.82,5,153.0,65.0,0.3353020548820496,6.585810661315918,0.969835,0.9773452878,apical,L23_NBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
213,213,2557,13,2,38,0.364,5,117.0,52.0,0.2731243371963501,5.8307952880859375,0.542259,0.707760453224,apical,L23_NBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
214,214,2557,13,2,38,0.374,5,173.0,73.0,0.37004294991493225,7.007664203643799,0.550894,1.12797188759,apical,L23_NBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
215,215,2557,13,2,38,0.357,5,187.0,79.0,0.395473450422287,7.316463470458984,0.55464,1.23823130131,apical,L23_NBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
216,216,2557,13,2,73,0.379,5,183.0,77.0,0.3876919746398926,7.221973896026611,0.546359,1.20449316502,apical,L23_NBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
217,217,2725,7,2,84,0.427,9,1286.0,2.0,0.3055415451526642,8.452392578125,1.29523,0.767958343029,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
218,218,2725,7,2,73,0.043,9,1645.0,5.0,0.36076414585113525,9.971014022827148,0.812519,0.986777901649,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
219,219,2725,7,2,67,0.278,9,832.0,0.0,0.2356515675783157,6.530418395996094,1.3945,0.491019368172,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
220,220,2725,7,2,45,0.952,9,1358.0,3.0,0.316577672958374,8.75588607788086,0.777667,0.811689078808,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
221,221,2725,7,2,19,0.017,9,1423.0,3.0,0.3266071677207947,9.031697273254393,2.24492,0.851430952549,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
222,222,2725,7,2,73,0.594,9,1021.0,0.0,0.2647160291671753,7.329690933227539,2.1873,0.606187283993,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
223,223,2725,7,2,46,0.457,9,1247.0,2.0,0.2996039390563965,8.289108276367188,1.97302,0.744430541992,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
224,224,2725,7,2,46,0.312,9,1375.0,3.0,0.3191831409931183,8.827536582946777,2.0455,0.822013258934,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
225,225,2725,7,1,62,0.394,9,968.0,0.0,0.2566718459129333,7.108475685119629,3.2398,0.574312150478,basal,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
229,229,2892,11,2,47,0.493,11,982.0,27.0,0.33847343921661377,37.38473510742188,0.896233,1.20331072807,apical,L23_NGC,ProbGABAAB_EMS,0.75,-80.0,-75.84
230,230,2892,11,2,47,0.482,11,1099.0,30.0,0.3759889602661133,37.759891510009766,0.8733,1.36203026772,apical,L23_NGC,ProbGABAAB_EMS,0.75,-80.0,-75.84
231,231,2892,11,2,47,0.521,11,337.0,13.0,0.13164812326431274,35.31648254394531,0.894726,0.328280508518,apical,L23_NGC,ProbGABAAB_EMS,0.75,-80.0,-75.84
232,232,2892,11,2,46,0.273,11,411.0,14.0,0.15520943701267242,35.552093505859375,0.714627,0.427963018417,apical,L23_NGC,ProbGABAAB_EMS,0.75,-80.0,-75.84
233,233,2892,11,2,46,0.307,11,447.0,15.0,0.1669483333826065,35.66948318481445,0.710078,0.477627545595,apical,L23_NGC,ProbGABAAB_EMS,0.75,-80.0,-75.84
234,234,2892,11,2,62,0.175,11,409.0,14.0,0.1545896679162979,35.5458984375,0.758913,0.425340920687,apical,L23_NGC,ProbGABAAB_EMS,0.75,-80.0,-75.84
235,235,2892,11,2,36,0.03,11,934.0,26.0,0.32332760095596313,37.23327636718751,1.12385,1.13923215866,apical,L23_NGC,ProbGABAAB_EMS,0.75,-80.0,-75.84
236,236,2892,11,2,31,0.056,11,852.0,24.0,0.2968549430370331,36.96854782104492,1.10749,1.02723240852,apical,L23_NGC,ProbGABAAB_EMS,0.75,-80.0,-75.84
237,237,2892,11,2,34,0.027,11,1079.0,29.0,0.3695928156375885,37.695926666259766,1.08903,1.33496963978,apical,L23_NGC,ProbGABAAB_EMS,0.75,-80.0,-75.84
238,238,2892,11,2,17,0.729,11,866.0,25.0,0.301424115896225,37.01424026489258,0.605758,1.04656350613,apical,L23_NGC,ProbGABAAB_EMS,0.75,-80.0,-75.84
239,239,2892,11,2,38,0.099,11,389.0,14.0,0.1482515186071396,35.482513427734375,0.625222,0.398525685072,apical,L23_NGC,ProbGABAAB_EMS,0.75,-80.0,-75.84
243,243,3220,7,2,72,0.29,9,903.0,0.0,0.24668028950691223,6.833707809448241,1.28891,0.534720659256,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
244,244,3220,7,2,73,0.284,9,1106.0,1.0,0.27780735492706293,7.689702510833741,1.4016,0.658061683178,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
245,245,3220,7,2,73,0.303,9,921.0,0.0,0.24936410784721372,6.90751314163208,1.41861,0.545355260372,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
246,246,3220,7,2,73,0.245,9,1069.0,1.0,0.27214559912681574,7.534003734588622,1.38407,0.635626912117,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
247,247,3220,7,2,18,0.917,9,1631.0,5.0,0.35862278938293457,9.912126541137695,2.05867,0.978292822838,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
248,248,3220,7,2,36,0.121,9,1566.0,4.0,0.3486155569553375,9.636927604675295,2.26292,0.938639104366,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
249,249,3220,7,2,50,0.744,9,1484.0,4.0,0.3359503149986267,9.288633346557615,3.34094,0.888453125954,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
250,250,3220,7,2,40,0.333,9,953.0,0.0,0.25434938073158264,7.044608116149902,2.14405,0.565109431744,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
251,251,3220,7,2,73,0.9,9,1660.0,5.0,0.36303478479385376,10.033456802368164,2.24034,0.995775341988,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
295,295,4076,7,2,72,0.788,9,1657.0,5.0,0.36264318227767933,10.022686958312988,1.7841,0.994223594666,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
296,296,4076,7,2,28,0.861,9,1150.0,1.0,0.2846462726593017,7.877771854400634,1.40608,0.685160815716,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
297,297,4076,7,2,35,0.105,9,750.0,0.0,0.22302523255348203,6.183194160461426,1.4769,0.440987497568,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
298,298,4076,7,2,86,0.784,9,1032.0,0.0,0.26644960045814514,7.377363681793213,1.49096,0.613056480885,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
299,299,4076,7,2,86,0.221,9,1037.0,0.0,0.2672128975391388,7.398355007171632,1.50937,0.616081178188,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
300,300,4076,7,2,109,0.201,9,1499.0,4.0,0.3383011817932129,9.35328197479248,2.36919,0.897768437862,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
301,301,4076,7,2,109,0.202,9,1681.0,5.0,0.3662371337413788,10.12152099609375,2.37324,1.00846457481,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
302,302,4076,7,2,149,0.113,9,1593.0,5.0,0.3527151346206665,9.749666213989258,2.57144,0.954883694649,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
303,303,4076,7,2,149,0.087,9,892.0,0.0,0.24493345618247983,6.785669803619385,2.59029,0.527798771858,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
304,304,4076,7,2,109,0.21,9,1609.0,5.0,0.35525017976760864,9.819379806518553,2.37934,0.964928805828,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
305,305,4076,7,2,118,0.059,9,1162.0,1.0,0.28649815917015076,7.928699016571045,2.41684,0.692498922348,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
306,306,4076,7,2,142,0.106,9,1239.0,2.0,0.2982739806175232,8.252534866333008,2.69815,0.739160656929,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
307,307,4076,7,2,56,0.185,9,1094.0,1.0,0.27605515718460083,7.64151668548584,1.40255,0.651118516922,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
308,308,4076,7,2,30,0.973,9,1041.0,0.0,0.26778903603553766,7.414198875427246,1.44603,0.618364095688,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
309,309,4076,7,2,70,0.178,9,1250.0,2.0,0.29992949962615967,8.298060417175295,0.881862,0.745720565319,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
310,310,4076,7,2,73,0.06,9,1404.0,3.0,0.32370615005493164,8.951919555664062,0.862669,0.839935600758,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
382,382,5063,7,2,16,0.367,9,854.0,0.0,0.2391334623098373,6.6261701583862305,0.768869,0.504816353321,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
383,383,5063,7,2,16,0.39,9,1691.0,5.0,0.3678896725177765,10.16696548461914,0.787352,1.01501274109,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
384,384,5063,7,2,62,0.212,9,927.0,0.0,0.25025609135627747,6.932042598724365,0.967193,0.548889756203,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
385,385,5063,7,2,62,0.28,9,1375.0,3.0,0.31920260190963745,8.828071594238281,0.990625,0.822090268135,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
386,386,5063,7,2,62,0.331,9,1181.0,1.0,0.28945040702819824,8.009885787963867,1.008,0.704197227955,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
387,387,5063,7,2,62,0.394,9,1374.0,3.0,0.3190436065196991,8.823698997497559,1.03015,0.821460306644,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
388,388,5063,7,2,47,0.058,9,1364.0,3.0,0.31754493713378906,8.782485961914062,1.39674,0.815521836281,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
389,389,5063,7,2,64,0.569,9,1501.0,4.0,0.33860626816749567,9.361672401428223,1.36607,0.898977398872,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
390,390,5063,7,2,128,0.737,9,1249.0,2.0,0.2998310327529907,8.295353889465332,2.04203,0.745330512524,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
391,391,5063,7,2,128,0.631,9,1580.0,5.0,0.3508408069610596,9.698122024536131,2.06523,0.947456657887,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
392,392,5063,7,2,129,0.745,9,1512.0,4.0,0.340375691652298,9.410331726074217,3.07867,0.905988633633,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
393,393,5063,7,2,40,0.09,9,1590.0,5.0,0.3522920608520508,9.738031387329102,1.36291,0.95320725441,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
394,394,5063,7,2,40,0.108,9,1532.0,4.0,0.3433228433132172,9.491378784179688,1.38555,0.91766679287,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
395,395,5063,7,2,34,0.188,9,1719.0,6.0,0.3722185492515564,10.286009788513184,1.44874,1.03216600418,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
396,396,5063,7,2,73,0.519,9,1464.0,4.0,0.3328922688961029,9.204537391662596,1.2279,0.87633562088,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
397,397,5063,7,2,72,0.346,9,1751.0,6.0,0.3770798146724701,10.419694900512695,1.04841,1.05142867565,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
398,398,5063,7,2,72,0.372,9,1527.0,4.0,0.3426399528980255,9.472599029541016,1.06678,0.914960861206,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
399,399,5063,7,2,72,0.276,9,1377.0,3.0,0.31960704922676086,8.839194297790526,1.01482,0.823692977428,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
400,400,5063,7,2,16,0.801,9,1182.0,1.0,0.289506733417511,8.011435508728027,0.92708,0.70442044735,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
407,407,5219,7,2,27,0.469,9,1647.0,5.0,0.3610241115093231,9.978162765502928,1.66498,0.987808048725,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
408,408,5219,7,2,69,0.241,9,1545.0,4.0,0.34544023871421814,9.549607276916506,1.01962,0.926056981087,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
409,409,5219,7,2,38,0.783,9,785.0,0.0,0.2285187542438507,6.33426570892334,1.44455,0.462755560875,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
410,410,5219,7,2,73,0.792,9,1293.0,2.0,0.3066270053386688,8.482242584228516,1.55713,0.772259533405,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
411,411,5219,7,2,73,0.816,9,1230.0,2.0,0.2969874739646912,8.217155456542969,1.57801,0.734062850475,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
412,412,5219,7,2,73,0.84,9,1301.0,2.0,0.3078523576259613,8.51594066619873,1.59811,0.777115046978,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
413,413,5219,7,2,73,0.733,9,1396.0,3.0,0.32248789072036743,8.918416976928713,1.52111,0.835108220577,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
414,414,5219,7,2,60,0.863,9,805.0,0.0,0.23161247372627256,6.4193429946899405,1.93449,0.475014418364,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
415,415,5219,7,2,144,0.218,9,1481.0,4.0,0.33551400899887085,9.27663516998291,2.93997,0.886724233627,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
416,416,5444,7,2,37,0.056,9,1536.0,4.0,0.3440721929073334,9.511984825134276,1.63072,0.920636057854,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
417,417,5444,7,2,27,0.336,9,1137.0,1.0,0.28261852264404297,7.822009563446047,1.41406,0.677125930786,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
418,418,5444,7,2,27,0.343,9,1118.0,1.0,0.27968379855155945,7.741304874420166,1.41787,0.665497124195,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
419,419,5444,7,2,27,0.331,9,948.0,0.0,0.2535342872142792,7.022192478179932,1.41463,0.561879575253,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
420,420,5444,7,2,31,0.339,9,1318.0,3.0,0.3104551434516907,8.58751583099365,1.61998,0.787428438663,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
421,421,5444,7,2,89,0.409,9,1203.0,2.0,0.2927455604076385,8.100502967834473,1.77597,0.717254340649,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
422,422,5444,7,2,123,0.607,9,1436.0,3.0,0.32859113812446594,9.086256980895996,2.20917,0.859292447567,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
423,423,5444,7,2,28,0.869,9,1029.0,0.0,0.2659815847873688,7.3644938468933105,1.3156,0.611202061176,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
424,424,5444,7,2,38,0.715,9,1053.0,0.0,0.2696572542190552,7.465574264526366,1.30962,0.625766813755,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
425,425,5444,7,2,73,0.666,9,1197.0,2.0,0.29190248250961304,8.07731819152832,1.36187,0.713913619518,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
426,426,5444,7,2,34,0.754,9,1280.0,2.0,0.3046614229679108,8.428189277648924,1.47689,0.764470875263,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
427,427,5444,7,2,74,0.875,9,1478.0,4.0,0.3351423144340515,9.266413688659668,1.55311,0.88525146246,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
428,428,5444,7,2,68,0.67,9,1148.0,1.0,0.2843284606933594,7.869032859802246,1.93024,0.683901548386,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
429,429,5444,7,2,16,0.995,9,919.0,0.0,0.2491387575864792,6.901315689086913,1.10152,0.544462323189,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
459,459,5929,9,1,11,0.867,8,918.0,26.0,0.31810277700424194,9.4525089263916,2.54166,0.912066042423,basal,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
460,460,5929,9,1,11,0.87,8,584.0,18.0,0.21094515919685364,7.6390719413757315,2.54827,0.650766253471,basal,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
461,461,5929,9,1,11,0.871,8,850.0,24.0,0.2960705161094665,9.079654693603517,2.55061,0.858341217041,basal,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
462,462,5929,9,2,97,0.312,8,1057.0,29.0,0.36267995834350586,10.206891059875488,1.59549,1.0207657814,apical,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
463,463,5929,9,2,96,0.038,8,1098.0,30.0,0.3758641481399536,10.430008888244627,1.29468,1.05291485786,apical,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
464,464,5929,9,2,97,0.003,8,934.0,26.0,0.3232384026050568,9.539419174194338,1.27287,0.924589037895,apical,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
465,465,5929,9,2,139,0.491,8,768.0,22.0,0.27005958557128906,8.639470100402832,1.95891,0.794914543629,apical,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
466,466,5929,9,2,97,0.299,8,681.0,20.0,0.24207003414630887,8.165800094604492,1.29026,0.726663053036,apical,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
467,467,5929,9,2,97,0.333,8,595.0,19.0,0.21427269279956815,7.69538402557373,1.30965,0.658880352974,apical,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
468,468,5929,9,2,97,0.378,8,604.0,19.0,0.21738384664058685,7.748034477233887,1.33028,0.666466772556,apical,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
469,469,5929,9,2,97,0.354,8,823.0,24.0,0.2875039577484131,8.93468189239502,1.33271,0.837451934814,apical,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
470,470,5929,9,2,14,0.439,8,925.0,26.0,0.3203255534172058,9.490124702453613,0.485132,0.917486131191,apical,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
471,471,5929,9,2,14,0.512,8,983.0,27.0,0.33901700377464294,9.806441307067873,0.565716,0.963064551353,apical,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
472,472,5929,9,2,14,0.532,8,925.0,26.0,0.3201907277107239,9.487843513488768,0.584113,0.917157411575,apical,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
473,473,5929,9,0,0,0.0,8,653.0,20.0,0.23297247290611267,8.011841773986816,2.39756,0.704479038715,somatic,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
474,474,5929,9,0,0,0.0,8,579.0,18.0,0.2093205451965332,7.611578464508056,2.41968,0.646804749966,somatic,L23_DBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
503,503,6658,7,2,39,0.523,9,1620.0,5.0,0.3569629192352295,9.866479873657225,1.77095,0.971715509892,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
504,504,6658,7,2,70,0.679,9,1447.0,4.0,0.330282598733902,9.132771492004393,1.29152,0.865994751453,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
505,505,6658,7,2,70,0.712,9,1230.0,2.0,0.2969731092453003,8.216760635375977,1.31064,0.73400592804,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
506,506,6658,7,2,70,0.749,9,1525.0,4.0,0.3422817587852478,9.462748527526855,1.3312,0.9135414958,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
507,507,6658,7,2,70,0.937,9,1542.0,4.0,0.3448890745639801,9.534449577331545,1.43378,0.923873007298,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
508,508,6658,7,2,70,0.972,9,1691.0,5.0,0.36778563261032093,10.16410446166992,1.45419,1.01460051537,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
509,509,6658,7,2,18,0.371,9,1550.0,4.0,0.34619617462158203,9.570394515991211,1.42754,0.929052352905,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
510,510,6658,7,2,18,0.304,9,1612.0,5.0,0.3557576835155487,9.833335876464846,1.42623,0.966939806938,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
511,511,6658,7,2,73,0.427,9,1279.0,2.0,0.3044084906578064,8.421233177185057,1.33702,0.763468623161,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
512,512,6658,7,2,70,0.476,9,1258.0,2.0,0.3012607991695404,8.334671974182129,1.19547,0.750995874405,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
513,513,6658,7,2,70,0.518,9,1682.0,5.0,0.36640223860740656,10.12606143951416,1.21832,1.0091189146,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
514,514,6658,7,2,19,0.584,9,1091.0,1.0,0.2755524516105652,7.627692699432373,1.67598,0.649126648903,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
515,515,6658,7,2,120,0.528,9,1436.0,3.0,0.3285940885543823,9.086338043212889,2.38496,0.859304130077,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
516,516,6658,7,2,142,0.75,9,1499.0,4.0,0.33823719620704645,9.351522445678713,2.52555,0.897514879704,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
517,517,6658,7,2,46,0.94,9,895.0,0.0,0.2453322559595108,6.796637058258057,0.976985,0.529379010201,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
518,518,6658,7,2,59,0.399,9,1373.0,3.0,0.31886965036392206,8.818915367126465,1.43639,0.820770978928,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
519,519,6658,7,2,62,0.875,9,764.0,0.0,0.2252729833126068,6.245007038116455,1.04214,0.449894219637,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
520,520,6658,7,2,17,0.49,9,1210.0,2.0,0.29388883709907526,8.131942749023438,1.12416,0.72178453207,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
521,521,6658,7,2,38,0.1,9,854.0,0.0,0.23915164172649384,6.6266703605651855,1.14492,0.504888415337,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
522,522,6658,7,2,38,0.153,9,915.0,0.0,0.24849268794059756,6.883548736572266,1.16362,0.541902244091,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
536,536,6978,7,2,72,0.091,9,976.0,0.0,0.257849633693695,7.140864849090576,1.29662,0.578979194164,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
537,537,6978,7,2,73,0.015,9,1454.0,4.0,0.3314135670661926,9.163873672485352,1.2446,0.870476305485,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
538,538,6978,7,2,72,0.096,9,1263.0,2.0,0.3019593060016632,8.353880882263182,1.30161,0.753763735294,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
539,539,6978,7,2,72,0.106,9,1471.0,4.0,0.33392831683158875,9.233028411865234,1.31014,0.880440950394,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
540,540,6978,7,2,66,0.943,9,1595.0,5.0,0.3530214726924896,9.758090019226074,1.94041,0.95609754324,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
541,541,6978,7,2,72,0.048,9,1486.0,4.0,0.33625963330268854,9.297140121459961,0.832753,0.889678776264,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
542,542,6978,7,2,62,0.861,9,905.0,0.0,0.24692052602767944,6.840314388275146,1.01239,0.535672605038,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
543,543,6978,7,2,62,0.909,9,740.0,0.0,0.2215341478586197,6.142189025878905,1.03012,0.435079067945,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
544,544,6978,7,2,64,0.098,9,1593.0,5.0,0.3527601659297943,9.75090503692627,1.07659,0.955062150955,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
545,545,6978,7,2,64,0.186,9,1050.0,0.0,0.26917916536331177,7.452426910400391,1.09452,0.62387239933,apical,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
546,546,6978,7,1,48,0.517,9,953.0,0.0,0.2542908489704132,7.042998790740967,3.51842,0.564877510071,basal,L23_MC,ProbGABAAB_EMS,0.0,-80.0,-75.84
583,583,7598,14,2,45,0.218,5,188.0,79.0,0.39783614873886103,7.34515333175659,0.845243,1.24847531319,apical,L23_SBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
584,584,7598,14,2,46,0.056,5,100.0,45.0,0.24339476227760315,5.469793319702148,0.864899,0.578861534595,apical,L23_SBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
585,585,7598,14,2,46,0.133,5,65.0,31.0,0.182052418589592,4.72492218017578,0.703544,0.312898725271,apical,L23_SBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
586,586,7598,14,2,46,0.146,5,120.0,53.0,0.2774844169616699,5.883739471435546,0.715968,0.726664602757,apical,L23_SBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
587,587,7598,14,2,46,0.153,5,187.0,78.0,0.3944925367832184,7.30455207824707,0.723738,1.23397827148,apical,L23_SBC,ProbGABAAB_EMS,0.0,-80.0,-75.84
